Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       56.40001    -0.00724842       4491.949       11622.22       106.7801      0.1072038      0.1704155     0.00121000     -0.0086112       0.935004       -9.75593     -0.0173243     0.00745612    -0.00278835    -0.01257325    -0.00755178    -0.00282145     0.00707552    -0.03860201    -0.01562729
       56.50002    -0.00724842       4491.947       11621.49       106.7365      0.1066422      0.1713011     0.00017666     -0.0086112       0.935006       -9.67009     -0.0313470     0.00676243    -0.00418253     0.00881573    -0.00813268    -0.00350012     0.00707552    -0.03860201    -0.01547824
       56.60001    -0.00650563       4491.949       11635.68       106.7367      0.1066083      0.1713011    -0.00016779      0.0048797       0.907175       -9.65304     -0.0453015     0.00849667    -0.00418253    -0.00043357     0.00058090    -0.00300406     0.00707552    -0.03860201    -0.01562729
       56.70001    -0.00687703       4478.030       11615.73       106.7361      0.1067103      0.1705926     0.00086555      0.0063149       0.926877       -9.65253     -0.0209542     0.00641558    -0.00418253    -0.01893212     0.00464723    -0.00268973     0.00707552    -0.03840634    -0.01567697
       56.80001    -0.00669133       4481.508       11635.68       106.7361      0.1067103      0.1698841     0.00086555     -0.0007176       0.906560       -9.65503     -0.0016914     0.00520161    -0.00348544    -0.01705336     0.00000000    -0.00471349     0.00707552    -0.03830850    -0.01577634
       56.90001    -0.00687703       4481.508       11609.14       106.3387      0.1067108      0.1713011     0.00086555     -0.0011482       0.906515       -9.65518      0.0010154     0.00312053    -0.00418253    -0.01503008    -0.00406633    -0.00221756     0.00966839    -0.03840634    -0.01567697
       57.00002    -0.00687703       4474.547       11576.35       106.3388      0.1071532      0.1707697     0.00069333      0.0005741       0.936019       -9.66683     -0.0385546     0.00260025    -0.00418253     0.00534723    -0.00348545    -0.00157047     0.00914982    -0.03840634    -0.01562729
       57.10001    -0.00687703       4481.506       11606.25       106.3387      0.1085489      0.1705926     0.00086555     -0.0025834       0.935674       -9.85189     -0.1003503     0.00364080    -0.00487961     0.00390203    -0.00464725    -0.00182138     0.00707552    -0.03850417    -0.01562729
       57.20001    -0.00743411       4464.112       11576.35       106.3391      0.1089401      0.1713011     0.00017666     -0.0053102       0.954917       -9.80381     -0.0453455     0.00294710    -0.00487961    -0.01503009     0.00522816    -0.00288071     0.01018697    -0.03860201    -0.01562729
       57.30001    -0.00724842       4457.153       11601.93       106.2510      0.1089060      0.1702383    -0.00016779     -0.0078936       0.944859       -9.78020      0.0065531     0.00121286    -0.00418253    -0.01098352     0.00000000    -0.00222690     0.00707552    -0.03830850    -0.01577634
       57.40001    -0.00687703       4460.632       11601.93       106.2516      0.1088035      0.1713011    -0.00120113     -0.0025834       0.945447       -9.80284     -0.0623757     0.00121286    -0.00487961     0.01156160    -0.00522816    -0.00102114     0.00707552    -0.03811284    -0.01577634
       57.50002    -0.00687703       4457.151       11599.06       106.2513      0.1083952      0.1713011    -0.00068446      0.0037315       0.946140       -9.66571     -0.0716944     0.00294710    -0.00487961     0.01040544     0.00464725    -0.00117477     0.00966839    -0.03830850    -0.01562729
       57.60001    -0.00687703       4443.234       11616.07       106.0748      0.1088376      0.1704155    -0.00085669     -0.0074630       0.925363       -9.65742     -0.0505944     0.00294710    -0.00418253    -0.00404655     0.00406635     0.00111244     0.00707552    -0.03821067    -0.01562729
       57.70001    -0.00706272       4429.313       11632.38       106.0312      0.1085052      0.1713011    -0.00189003     -0.0055973       0.935340       -9.65676     -0.0662311     0.00260025    -0.00418253     0.00462463    -0.00058090     0.00005504     0.01122412    -0.03821067    -0.01542856
       57.80001    -0.00669133       4425.838       11612.46       106.0312      0.1082754      0.1704155    -0.00189003     -0.0014352       0.926027       -9.58171     -0.0613214     0.00329395    -0.00418253    -0.01300682    -0.00058090     0.00095194     0.01122412    -0.03801500    -0.01557761
       57.90001    -0.00724842       4401.479       11587.47       105.7224      0.1082407      0.1702383    -0.00223448      0.0000000       0.935957       -9.45858     -0.0525851     0.00017232    -0.00418253    -0.02456841     0.00348543     0.00183058     0.01018697    -0.03830850    -0.01537887
       58.00002    -0.00706272       4401.479       11551.90       105.5456      0.1081600      0.1697070    -0.00189003      0.0022963       0.921550       -9.47003     -0.0916626    -0.00086823    -0.00348544    -0.00549177     0.00726132     0.00289378     0.01070555    -0.03830850    -0.01537887
       58.10001    -0.00724842       4387.561       11578.82       105.3690      0.1081597      0.1698841    -0.00189003     -0.0002870       0.935922       -9.47094     -0.1017551    -0.00121507    -0.00278835    -0.00130069     0.00929452     0.00038681     0.01018697    -0.03830850    -0.01547824
       58.20001    -0.00724842       4387.561       11595.83       105.3690      0.1082746      0.1689985    -0.00189003      0.0000000       0.935953       -9.47084     -0.0806817    -0.00121507    -0.00174272     0.00173424     0.00755180     0.00206964     0.00707552    -0.03821067    -0.01562729
       58.30001    -0.00669133       4387.561       11595.83       105.3690      0.1082746      0.1689985    -0.00189003      0.0000000       0.916409       -9.45858     -0.0691540    -0.00104165    -0.00139418    -0.00144520     0.00116182     0.00366020     0.00707552    -0.03811284    -0.01572666
       58.40001    -0.00724842       4373.643       11614.99       105.3248      0.1082746      0.1689985    -0.00189003      0.0000000       0.916409       -9.45858     -0.0618570    -0.00156192    -0.00139418    -0.00722600    -0.00087136     0.00520068     0.00707552    -0.03821067    -0.01557761
       58.50002    -0.00650563       4366.683       11592.22       105.3248      0.1081597      0.1693527    -0.00189003     -0.0002870       0.935920       -9.38510     -0.0741244    -0.00225562    -0.00139418    -0.00332397     0.00319499     0.00544077     0.00707552    -0.03821067    -0.01537887
       58.60001    -0.00613424       4366.683       11584.32       104.8392      0.1071251      0.1689985    -0.00189003      0.0020093       0.926401       -9.27392     -0.1139687    -0.00225562    -0.00069709    -0.00014453     0.00987542     0.00650874     0.00707552    -0.03821067    -0.01537887
       58.70001    -0.00650563       4338.847       11565.88       104.9273      0.1071598      0.1684670    -0.00154558      0.0022963       0.926431       -9.35966     -0.0999931    -0.00260247     0.00034854    -0.00982736     0.00697088     0.00567165     0.00500121    -0.03811284    -0.01522983
       58.80001    -0.00557715       4331.888       11575.70       104.6624      0.1069298      0.1684670    -0.00154558     -0.0020093       0.906415       -9.27535     -0.0861930    -0.00416328     0.00069709    -0.01792048     0.00406636     0.00587229     0.00707552    -0.03816175    -0.01537887
       58.90001    -0.00631994       4338.847       11594.82       104.6184      0.1068951      0.1684670    -0.00189003     -0.0043056       0.915934       -9.27617     -0.0989217    -0.00572410     0.00139418    -0.00664793     0.01132770     0.00368285     0.00707552    -0.03830850    -0.01532919
       59.00002    -0.00576285       4331.888       11615.40       104.6628      0.1068605      0.1686442    -0.00223448      0.0008611       0.921389       -9.36017     -0.0697405    -0.00572410     0.00278835    -0.00476919     0.01219905     0.00224403     0.00707552    -0.03830850    -0.01522983
       59.10001    -0.00631994       4338.847       11555.84       104.6626      0.1081588      0.1675814    -0.00189003     -0.0022963       0.935701       -9.41034     -0.0689181    -0.00711149     0.00348544    -0.02312321    -0.00116181     0.00086772     0.00551979    -0.03830850    -0.01537887
       59.20001    -0.00594855       4338.847       11595.55       104.6630      0.1080896      0.1684670    -0.00257893      0.0002870       0.935983       -9.40942     -0.0843140    -0.00953943     0.00278835    -0.00693695    -0.00464725     0.00206194     0.00655694    -0.03821067    -0.01567697
       59.30001    -0.00799120       4328.408       11569.94       104.6626      0.1082737      0.1674043    -0.00189003      0.0011482       0.936078       -9.45817     -0.0403031    -0.00849888     0.00278835     0.00809313     0.00058090    -0.00053158     0.00344548    -0.03821067    -0.01567697
       59.40001    -0.00724842       4311.010       11550.09       104.6630      0.1088937      0.1675814    -0.00257893     -0.0083242       0.954580       -9.47379     -0.0152278    -0.00849888     0.00278835    -0.00202327     0.00000000    -0.00166859     0.00292691    -0.03830850    -0.01567697
       59.50002    -0.00724842       4314.490       11589.06       104.6192      0.1099730      0.1668729    -0.00326782     -0.0048797       0.935417       -9.47257     -0.0639236    -0.00849888     0.00278835     0.00867118     0.00000000    -0.00134385     0.00292691    -0.03830850    -0.01577634
       59.60001    -0.00724842       4331.888       11589.06       104.6194      0.1099383      0.1661643    -0.00361227     -0.0057408       0.935322       -9.46061     -0.0215350    -0.00711149     0.00278835     0.00130070     0.00000000    -0.00231128     0.00188976    -0.03830850    -0.01602476
       59.70002    -0.00743411       4314.490       11550.13       104.6640      0.1098691      0.1658101    -0.00430117     -0.0011482       0.935829       -9.45898      0.0096681    -0.00780519     0.00278835     0.01271779     0.00058090    -0.00361415    -0.00122170    -0.03830850    -0.01597507
       59.80001    -0.00724842       4314.490       11543.66       104.6196      0.1097888      0.1651016    -0.00395672     -0.0018657       0.935750       -9.36114     -0.0202984    -0.00451013     0.00278835     0.02832591    -0.00348545    -0.00408459    -0.00174028    -0.03830850    -0.01582602
       59.90001    -0.00724842       4317.969       11583.32       104.6200      0.1086856      0.1649245    -0.00464561     -0.0014352       0.926027       -9.27515      0.0012864    -0.00294931     0.00209126     0.00722602    -0.00755180    -0.00579350    -0.00174028    -0.03830850    -0.01602476
       60.00002    -0.00724842       4314.490       11603.15       104.6197      0.1087376      0.1647474    -0.00412894      0.0051667       0.941408       -9.43222      0.0293808    -0.00225562     0.00139418     0.02182256    -0.00755179    -0.00653234    -0.00122170    -0.03830850    -0.01602476
